audio,台語漢字,audioText,primaryTranslation,secondaryTranslation,learningSource,tags,learningSourceLink
https://language.moe.gov.tw/upload/download/jts/03%E8%AA%9E%E5%8F%A51(%E9%9F%B3%E6%AA%94)/0301_03_08_17.mp3,伊食菜，無食臊。,"I tsia̍h-tshài, bô tsia̍h-tsho.",他吃素，不吃葷。,"He is vegetarian, not a carnivore.",MOE_1,食物,temp
https://language.moe.gov.tw/upload/download/jts/03%E8%AA%9E%E5%8F%A51(%E9%9F%B3%E6%AA%94)/0301_03_09_17.mp3,菜煮甲臭火焦去。,Tshài tsú kah tshàu-hué-ta—khì.,菜燒焦了。,The food got burnt.,MOE_1,食物,temp
https://language.moe.gov.tw/upload/download/jts/03%E8%AA%9E%E5%8F%A51(%E9%9F%B3%E6%AA%94)/0301_03_10_17.mp3,遐的果子予你食。,Hia-ê kué-tsí hōo lí tsia̍h.,那些水果給你吃。,Those fruits are for you to eat.,MOE_1,食物,temp
https://language.moe.gov.tw/upload/download/jts/03%E8%AA%9E%E5%8F%A51(%E9%9F%B3%E6%AA%94)/0301_03_11_17.mp3,這箱柑仔予恁去分。,Tsit siunn kam-á hōo lín khì pun.,這箱橘子給你們分了吃。,This crate of oranges is for you all to share.,,食物,temp
https://language.moe.gov.tw/upload/download/jts/03%E8%AA%9E%E5%8F%A51(%E9%9F%B3%E6%AA%94)/0301_03_12_17.mp3,這尾魚仔煎了有赤。,Tsit bué hî-á tsian liáu ū tshiah.,這條魚煎得微焦。,This fish is slightly seared.,,食物,temp
https://language.moe.gov.tw/upload/download/jts/03%E8%AA%9E%E5%8F%A51(%E9%9F%B3%E6%AA%94)/0301_03_13_17.mp3,因仔人毋通傷揀食。,Gín-á-lâng m̄-thang siunn kíng-tsia̍h.,小孩子不可以太挑食。,Kids shouldn’t be too picky.,MOE_1,食物,temp
https://language.moe.gov.tw/upload/download/jts/03%E8%AA%9E%E5%8F%A51(%E9%9F%B3%E6%AA%94)/0301_03_14_17.mp3,毋通予豆油滴落來。,m̄-thang hōo tāu-iû tih--Io̍h-lâi.,不要讓醬油滴下來。,Don’t let the soy sauce drip.,MOE_1,食物,temp
https://language.moe.gov.tw/upload/download/jts/03%E8%AA%9E%E5%8F%A51(%E9%9F%B3%E6%AA%94)/0301_03_15_18.mp3,你敢有鼻著臭火焦味？,Lí kám ū phīnn-tio̍h tshàu-hué-ta bī?,你聞到燒焦味了嗎？,Did you smell the burnt flavor?,MOE_1,食物,temp
https://language.moe.gov.tw/upload/download/jts/03%E8%AA%9E%E5%8F%A51(%E9%9F%B3%E6%AA%94)/0301_03_16_18.mp3,這个湯頭的滋味袂稞,Tsit ê thng-thâu ê tsu-bī bē-bái.,這個湯頭的味道不錯。,This soup’s flavor is not bad.,MOE_1,食物,temp
https://language.moe.gov.tw/upload/download/jts/03%E8%AA%9E%E5%8F%A51(%E9%9F%B3%E6%AA%94)/0301_03_17_18.mp3,伊共餅貯入去盒仔底。,I kā piánn té ji̍p-khì a̍p-á-té.,他把餅乾裝進去盒子裡頭。,He put the cookies into the box.,MOE_1,食物,temp
https://language.moe.gov.tw/upload/download/jts/03%E8%AA%9E%E5%8F%A51(%E9%9F%B3%E6%AA%94)/0301_03_18_18.mp3,新竹出產的貢丸真有名。,Sin-tik tshut-sán ê kòng-uân tsin ū-miâ.,新竹生產的貢丸很有名。,Hsinchu’s meatballs are famous.,MOE_1,食物,temp
https://language.moe.gov.tw/upload/download/jts/03%E8%AA%9E%E5%8F%A51(%E9%9F%B3%E6%AA%94)/0301_03_19_18.mp3,你欲啉咖啡抑是欲啉茶？,Lí beh lim ka-pi ia̍h-sī beh lim-tê?,你要喝咖啡還是要喝茶？,Do you want to drink coffee or tea?,MOE_1,食物,temp
https://language.moe.gov.tw/upload/download/jts/03%E8%AA%9E%E5%8F%A51(%E9%9F%B3%E6%AA%94)/0301_03_20_18.mp3,西瓜著愛著時才會好食。,Si-kue tio̍h-ài tio̍h-sì tsiah ē hó-tsia̍h.,西瓜要當季出產的才好吃。,Watermelon needs to be in season for it to taste good.,MOE_1,食物,temp
https://language.moe.gov.tw/upload/download/jts/03%E8%AA%9E%E5%8F%A51(%E9%9F%B3%E6%AA%94)/0301_03_21_18.mp3,我的嚨喉拼著一枝魚刺。,Guá ê nâ-âu khê-tio̍h tsit ki hî-tshì.,我的喉嚨卡著一根魚刺。,My throat has a fish bone stuck in it.,MOE_1,食物,temp
https://language.moe.gov.tw/upload/download/jts/03%E8%AA%9E%E5%8F%A51(%E9%9F%B3%E6%AA%94)/0301_03_22_19.mp3,糖仔一人一粒，毋通相爭。,"Thn̂g-á tsi̍t lâng tsi̍t lia̍p, m̄-thang sio-tsenn.",糖果一人一顆，不要爭。,"Don’t fight, there’s a piece of candy for everyone.",MOE_1,食物,temp
https://language.moe.gov.tw/upload/download/jts/03%E8%AA%9E%E5%8F%A51(%E9%9F%B3%E6%AA%94)/0301_03_23_19.mp3,叫恁老爸趕緊轉來食暗啦。,Kiò lín lāu-pē kuánn-kīn tńg-lâi tsia̍h-àm--lah.,叫你爸爸趕快回來吃晚飯啦。,Tell your dad to hurry up and come eat dinner.,MOE_1,食物,temp
https://language.moe.gov.tw/upload/download/jts/03%E8%AA%9E%E5%8F%A51(%E9%9F%B3%E6%AA%94)/0301_03_24_19.mp3,我來揀菜，揀好才予你洗。,"Guá lâi kíng-tshài, kíng-hó tsiah hõo lí sé.",我來挑菜，挑好再給你洗。,"I’ll pick the vegetables, and then you wash them.",MOE_1,食物,temp
https://language.moe.gov.tw/upload/download/jts/03%E8%AA%9E%E5%8F%A51(%E9%9F%B3%E6%AA%94)/0301_03_25_19.mp3,伊第一擺煮的菜閣袂歹食。,I tē-it pái tsú ê tshài koh bē pháinn-tsia̍h.,他第一次煮的菜還不難吃。,"For her first time cooking, the dishes are not bad.",MOE_1,食物,temp
https://language.moe.gov.tw/upload/download/jts/03%E8%AA%9E%E5%8F%A51(%E9%9F%B3%E6%AA%94)/0301_03_26_19.mp3,食物一定愛清氣，才有衛生。,"Si̍t-bu̍t it-tīng ài tshing-khi, tsiah ū uē-sing.",食物一定要乾淨，才衛生。,Food needs to be clean to be sanitary.,MOE_1,食物,temp
https://language.moe.gov.tw/upload/download/jts/03%E8%AA%9E%E5%8F%A51(%E9%9F%B3%E6%AA%94)/0301_03_27_19.mp3,這塊碗較深，會使貯較濟湯。,"Tsit tè uánn khah tshim, ē-sái té khah tsē thng.",這個碗比較深，能盛比較多的湯。,"This bowl is deeper, so it can hold more soup.",MOE_1,食物,temp
https://language.moe.gov.tw/upload/download/jts/03%E8%AA%9E%E5%8F%A51(%E9%9F%B3%E6%AA%94)/0301_03_28_19.mp3,這鼎肉我滷規下晡。,Tsit tiánn bah guá lóo kui ē-poo.,這鍋肉我滷了整個下午。,This pot of meat has been braising all afternoon.,MOE_1,食物,temp
https://language.moe.gov.tw/upload/download/jts/03%E8%AA%9E%E5%8F%A51(%E9%9F%B3%E6%AA%94)/0301_03_29_20.mp3,伊逐工透早攏愛啉豆奶、食包仔。,"I ta̍k kang thàu-tsá lóng ài lim tāu-ling, tsia̍h pau-á.",他每天一大早都要喝豆漿、吃包子。,This pot of meat has been braising all afternoon.,MOE_1,食物,temp
https://language.moe.gov.tw/upload/download/jts/03%E8%AA%9E%E5%8F%A51(%E9%9F%B3%E6%AA%94)/0301_04_01_21.mp3,分做兩份。,Pun tsò nn̄g hūn.,分成兩份。,Split it into two.,MOE_1,動作,temp
https://language.moe.gov.tw/upload/download/jts/03%E8%AA%9E%E5%8F%A51(%E9%9F%B3%E6%AA%94)/0301_04_02_21.mp3,你莫閣哭矣！,Lí mài koh khàu--ah!,你不要再哭了！,Stop crying!,MOE_1,動作,temp
https://language.moe.gov.tw/upload/download/jts/03%E8%AA%9E%E5%8F%A51(%E9%9F%B3%E6%AA%94)/0301_04_03_21.mp3,莫閣振動矣！,Mài koh tín-tāng--ah!,不要再動了！,Stop moving!,MOE_1,動作,temp
https://language.moe.gov.tw/upload/download/jts/03%E8%AA%9E%E5%8F%A51(%E9%9F%B3%E6%AA%94)/0301_04_04_21.mp3,愛睏就去睏。,Ài-khùn tō khì khùn.,想睡就去睡。,"If you’re sleepy, just go to sleep.",MOE_1,動作,temp
https://language.moe.gov.tw/upload/download/jts/03%E8%AA%9E%E5%8F%A51(%E9%9F%B3%E6%AA%94)/0301_04_05_21.mp3,你選佗一个？,Lí suán tó tsi̍t ê?,你選哪一個？,You’re choosing which one?,MOE_1,動作,temp
https://language.moe.gov.tw/upload/download/jts/03%E8%AA%9E%E5%8F%A51(%E9%9F%B3%E6%AA%94)/0301_04_06_21.mp3,反過來洗這面,Píng--kuè-lâi sé tsit bīn.,翻過來洗這一邊。,Flip this side over first.,MOE_1,動作,temp
https://language.moe.gov.tw/upload/download/jts/03%E8%AA%9E%E5%8F%A51(%E9%9F%B3%E6%AA%94)/0301_04_07_21.mp3,伊才走無偌久。,I tsiah tsáu bô-guā-kú.,他剛離開不久。,He just left not long ago.,MOE_1,動作,temp
https://language.moe.gov.tw/upload/download/jts/03%E8%AA%9E%E5%8F%A51(%E9%9F%B3%E6%AA%94)/0301_04_08_22.mp3,恁攏共我恬恬！,Lín lóng kā guá tiām-tiām!,你們都給我安靜點！,You all need to be silent!,MOE_1,動作,temp
https://language.moe.gov.tw/upload/download/jts/03%E8%AA%9E%E5%8F%A51(%E9%9F%B3%E6%AA%94)/0301_04_09_22.mp3,你去共門開開。,Li khì kā mn̂g khui--khui.,你去將門打開。,Go open the door.,MOE_1,動作,temp
https://language.moe.gov.tw/upload/download/jts/03%E8%AA%9E%E5%8F%A51(%E9%9F%B3%E6%AA%94)/0301_04_10_22.mp3,伊嘛欲綴你去。,I mã beh tuè lí khì.,他也想跟你去。,He wants to go with you. ,MOE_1,動作,temp
https://language.moe.gov.tw/upload/download/jts/03%E8%AA%9E%E5%8F%A51(%E9%9F%B3%E6%AA%94)/0301_04_11_22.mp3,你去摺衫好無？,Lí khì tsih-sann hó—bô?,你去摺衣服好嗎？,Can you go fold the clothes?,MOE_1,動作,temp
https://language.moe.gov.tw/upload/download/jts/03%E8%AA%9E%E5%8F%A51(%E9%9F%B3%E6%AA%94)/0301_04_12_22.mp3,燃燒水洗身軀。,Hiânn sio-tsuí sé-sin-khu.,燒開水洗澡。,Heat the water to shower.,MOE_1,動作,temp
https://language.moe.gov.tw/upload/download/jts/03%E8%AA%9E%E5%8F%A51(%E9%9F%B3%E6%AA%94)/0301_04_13_22.mp3,我欲准備落山矣。,Guá beh tsún-pī lo̍h-suann--ah.,我要準備下山了。,I need to prepare to hike down the mountain.,MOE_1,動作,temp
https://language.moe.gov.tw/upload/download/jts/03%E8%AA%9E%E5%8F%A51(%E9%9F%B3%E6%AA%94)/0301_04_14_22.mp3,你毋通傷晏轉來。,Lí m̄-thang siunn uànn tńg—lâi.,你別太晚回來。,Don’t come ack too late.,MOE_1,動作,temp
https://language.moe.gov.tw/upload/download/jts/03%E8%AA%9E%E5%8F%A51(%E9%9F%B3%E6%AA%94)/0301_04_15_23.mp3,昨暗伊無轉來睏。,Tsa-àm i bô tńg-lāi khùn.,昨晚他沒有回來睡。,"Yesterday, he didn’t return to sleep.",MOE_1,動作,temp
https://language.moe.gov.tw/upload/download/jts/03%E8%AA%9E%E5%8F%A51(%E9%9F%B3%E6%AA%94)/0301_04_16_23.mp3,你莫徛佇遮鎮地。,Lí mài khiā tī tsia tìn tè.,你不要站在這裡礙事。,Don’t stand here and get in the way.,MOE_1,動作,temp
https://language.moe.gov.tw/upload/download/jts/03%E8%AA%9E%E5%8F%A51(%E9%9F%B3%E6%AA%94)/0301_04_17_23.mp3,出力共伊捻落去。,Tshut-la̍t kā i liàm--lo̍h-khì.,用力捏下去。,Pinch down on it.,MOE_1,動作,temp
https://language.moe.gov.tw/upload/download/jts/03%E8%AA%9E%E5%8F%A51(%E9%9F%B3%E6%AA%94)/0301_04_18_23.mp3,桌仔予蟲蛀一空。,Toh-á hōo thâng tsiù tsi̍t khang.,桌子被蟲咬触了一個洞。,The desk had a hole from a bug biting it.,MOE_1,動作,temp
https://language.moe.gov.tw/upload/download/jts/03%E8%AA%9E%E5%8F%A51(%E9%9F%B3%E6%AA%94)/0301_04_19_23.mp3,來喔！緊來看喔！,Lâi--ooh! Kín lâi khuànn--ooh!,來喔！快來看喔！,Come! Hurry come and see!,MOE_1,動作,temp
https://language.moe.gov.tw/upload/download/jts/03%E8%AA%9E%E5%8F%A51(%E9%9F%B3%E6%AA%94)/0301_04_20_23.mp3,共物件提落來遮。,Kā mi̍h-kiann the̍h lo̍h-lâi tsia.,把東西拿下來這裡。,Get the stuff down here.,MOE_1,動作,temp
https://language.moe.gov.tw/upload/download/jts/03%E8%AA%9E%E5%8F%A51(%E9%9F%B3%E6%AA%94)/0301_04_21_23.mp3,伊的頭去挵著桌角。,I ê thâu khì lòng-tio̍h toh-kak.,他的頭撞到了桌角。,Her head hit the table corner.,MOE_1,動作,temp
https://language.moe.gov.tw/upload/download/jts/03%E8%AA%9E%E5%8F%A51(%E9%9F%B3%E6%AA%94)/0301_04_22_24.mp3,辛苫囉！歇睏一下。,Sin-khóo--looh! Hioh-khùn—tsi̍t-ē.,辛苦了！休息一下。,Nice effort! Rest for a bit. ,MOE_1,動作,temp
https://language.moe.gov.tw/upload/download/jts/03%E8%AA%9E%E5%8F%A51(%E9%9F%B3%E6%AA%94)/0301_04_23_24.mp3,你去捀茶來子人客啉。,Li khì phâng-tê lâi hōo lâng-kheh lim.,你去端茶來給客人喝,Go bring the tea for our guests to drink.,MOE_1,動作,temp
https://language.moe.gov.tw/upload/download/jts/03%E8%AA%9E%E5%8F%A51(%E9%9F%B3%E6%AA%94)/0301_04_24_24.mp3,共這幅圖釘佇這面壁。,Kā tsit pak tôo tìng tī tsit bīn piah.,把這幅圖釘在這面牆上。,Nail this picture to the wall.,MOE_1,動作,temp
https://language.moe.gov.tw/upload/download/jts/03%E8%AA%9E%E5%8F%A51(%E9%9F%B3%E6%AA%94)/0301_04_25_24.mp3,我試看會當揣著伊無。,Guá tshì-khuànn ē-tàng tshuē-tio̍h i--bô.,我試試看能不能找到他。,I'll try to find him.,MOE_1,動作,temp
https://language.moe.gov.tw/upload/download/jts/03%E8%AA%9E%E5%8F%A51(%E9%9F%B3%E6%AA%94)/0301_04_26_24.mp3,我行到半路就拄著伊矣。,Guá kiânn kàu puànn-lōo tō tú-tio̍h i--ah.,我走到半路就遇見他了。,I was halfway there when I met him.,MOE_1,動作,temp
https://language.moe.gov.tw/upload/download/jts/03%E8%AA%9E%E5%8F%A51(%E9%9F%B3%E6%AA%94)/0301_04_27_24.mp3,各人的物件愛顧予好。,Kok-lâng ê mi̍h-kiānn ài kòo hōo hó.,各自的東西要看好。,Keep an eye on your own belongings.,MOE_1,動作,temp
https://language.moe.gov.tw/upload/download/jts/03%E8%AA%9E%E5%8F%A51(%E9%9F%B3%E6%AA%94)/0301_04_28_24.mp3,掀過來，後壁嘛會使寫。,"Hian--kuè-lâi, āu-piah mā ē-sái siá.",翻過來，背面也可以寫。,"If you turn it over, you can write on the back too.",MOE_1,動作,temp
https://language.moe.gov.tw/upload/download/jts/03%E8%AA%9E%E5%8F%A51(%E9%9F%B3%E6%AA%94)/0301_04_29_25.mp3,物件用了，愛园蹛原位。,"Mi̍h-kiānn īng liáu, ài khǹg tuà guân-uī.",東西用完，要放回原位。,"When you finish using something, return it to its original position.",MOE_1,動作,temp
https://language.moe.gov.tw/upload/download/jts/03%E8%AA%9E%E5%8F%A51(%E9%9F%B3%E6%AA%94)/0301_04_30_25.mp3,逐擺看著伊攏微微仔笑。,Ta̍k-pái khuànn-tio̍h i lóng bî-bî-á tshiò.,每次看到他都微微笑。,"Whenever I see him, he’s smiling.",MOE_1,動作,temp
https://language.moe.gov.tw/upload/download/jts/03%E8%AA%9E%E5%8F%A51(%E9%9F%B3%E6%AA%94)/0301_04_31_25.mp3,欲上崎矣，你著愛出力行。,"Beh tsiūnn-kiā—ah, lí tio̍h-ài tshut-la̍t kiânn.",要上坡了，你得用力走。,"Going uphill, you’ll need to use effort.",MOE_1,動作,temp
https://language.moe.gov.tw/upload/download/jts/03%E8%AA%9E%E5%8F%A51(%E9%9F%B3%E6%AA%94)/0301_04_32_25.mp3,伊共我拍，我用手共伊掰開。,"I kā guá phah, guá iōng tshiú kā i pué--khui.",他打我，我用手把他擋開。,"He hit me, and I used my hand to block.",MOE_1,動作,temp
https://language.moe.gov.tw/upload/download/jts/03%E8%AA%9E%E5%8F%A51(%E9%9F%B3%E6%AA%94)/0301_04_33_25.mp3,禮拜欲大摒掃，毋通走出去耍。,"Lé-pài beh tuā-piànn-sàu, m̄-thang tsáu tshut-khì sńg.",星期日要大掃除，不要跑出去玩。,"On Sunday, wen led to clean, so don’t run out to play.",MOE_1,動作,temp
https://language.moe.gov.tw/upload/download/jts/03%E8%AA%9E%E5%8F%A51(%E9%9F%B3%E6%AA%94)/0301_04_34_25.mp3,這件代誌啥物時陣欲開始動手？,Tsit kiānn tāi-tsì siánn-mih sî-tsūn beh khai-sí tāng-tshiú?,這件事情什麼時候開始著手進行？,When are we getting started on this task?,MOE_1,動作,temp
https://language.moe.gov.tw/upload/download/jts/03%E8%AA%9E%E5%8F%A51(%E9%9F%B3%E6%AA%94)/0301_04_35_25.mp3,你欲出門進前，愛會記得紮錢,"Lí beh tshut-mn̂g tsin-tsîng, ài ē-kì-tit tsah tsînn.",你要出門之前，要記得帶錢。,"Before going out, remember to bring money.",MOE_1,動作,temp
